Category_Value,Count
zip:48001,71938
zip:48009,139015
zip:48014,22530
zip:48015,331608
zip:48017,40146
zip:48021,1586674
zip:48022,6908
zip:48025,22757
zip:48026,110503
zip:48027,14952
zip:48030,50849
zip:48033,1256467
zip:48034,410361
zip:48035,2142470
zip:48036,783030
zip:48038,1245496
zip:48039,43464
zip:48040,36061
zip:48042,368463
zip:48043,74429
zip:48044,1106215
zip:48045,222784
zip:48047,1099744
zip:48048,43299
zip:48049,22462
zip:48051,96865
zip:48054,51185
zip:48060,1776221
zip:48062,79677
zip:48063,31816
zip:48064,43068
zip:48065,37473
zip:48066,1197153
zip:48067,503768
zip:48070,38065
zip:48071,906527
zip:48072,101637
zip:48073,693753
zip:48075,839078
zip:48076,1037795
zip:48079,197817
zip:48080,839066
zip:48081,566899
zip:48082,296622
zip:48083,236513
zip:48084,69585
zip:48085,268567
zip:48088,518896
zip:48089,1595325
zip:48091,980509
zip:48092,594945
zip:48093,1621465
zip:48094,356609
zip:48095,15713
zip:48097,60940
zip:48098,114481
zip:48101,882222
zip:48103,313806
zip:48104,327010
zip:48105,77703
zip:48108,110550
zip:48111,1995107
zip:48114,59512
zip:48116,100710
zip:48117,35367
zip:48118,35548
zip:48120,22922
zip:48122,284202
zip:48124,596875
zip:48125,42293
zip:48126,1163799
zip:48127,1206812
zip:48128,63183
zip:48130,47349
zip:48131,36859
zip:48134,330112
zip:48135,573544
zip:48137,162247
zip:48138,107749
zip:48141,1130592
zip:48144,107029
zip:48145,5241
zip:48146,1367486
zip:48150,558215
zip:48152,147870
zip:48154,1136186
zip:48160,8496
zip:48161,206629
zip:48162,568283
zip:48164,2648
zip:48165,29308
zip:48166,481178
zip:48167,104452
zip:48168,99231
zip:48169,104505
zip:48170,277356
zip:48173,398532
zip:48174,412975
zip:48176,24784
zip:48178,293494
zip:48180,2841229
zip:48182,563851
zip:48183,910609
zip:48184,200858
zip:48185,2130499
zip:48186,1481804
zip:48187,727218
zip:48188,355619
zip:48189,54486
zip:48191,38054
zip:48192,303542
zip:48193,139245
zip:48195,478902
zip:48197,1023639
zip:48198,1779616
zip:48201,169843
zip:48202,1417061
zip:48203,262942
zip:48204,10951891
zip:48205,2750952
zip:48206,1478166
zip:48207,1932764
zip:48208,213055
zip:48209,343869
zip:48210,1339007
zip:48211,70298
zip:48212,234479
zip:48213,692793
zip:48214,571950
zip:48215,317657
zip:48216,99512
zip:48218,143837
zip:48219,4176939
zip:48220,262703
zip:48221,2929323
zip:48223,622751
zip:48224,3045628
zip:48225,130906
zip:48226,75133
zip:48227,11156749
zip:48228,15833389
zip:48229,150825
zip:48230,88583
zip:48234,11201183
zip:48235,4021342
zip:48236,1043080
zip:48237,1112181
zip:48238,2035222
zip:48239,3667826
zip:48240,165849
zip:48272,143
zip:48301,181228
zip:48302,111847
zip:48304,172831
zip:48306,65429
zip:48307,622314
zip:48309,317250
zip:48310,1039539
zip:48312,610441
zip:48313,266611
zip:48314,131247
zip:48315,38738
zip:48316,1288901
zip:48317,529743
zip:48320,11952
zip:48322,264002
zip:48323,69204
zip:48324,9356
zip:48326,296381
zip:48327,322156
zip:48328,434495
zip:48329,300564
zip:48331,488577
zip:48334,330530
zip:48335,1073344
zip:48336,540949
zip:48340,1319194
zip:48341,549842
zip:48342,373068
zip:48346,137787
zip:48348,191108
zip:48350,68702
zip:48353,73936
zip:48356,9164
zip:48357,4503
zip:48359,18603
zip:48360,266155
zip:48362,107940
zip:48363,48884
zip:48371,516053
zip:48374,93217
zip:48375,174882
zip:48377,541712
zip:48381,178237
zip:48382,541231
zip:48383,18845
zip:48386,279443
zip:48390,373915
zip:48393,145866
zip:48413,111274
zip:48415,205852
zip:48416,10402
zip:48419,2040
zip:48420,403387
zip:48422,81469
zip:48423,332073
zip:48426,26953
zip:48427,19557
zip:48429,156370
zip:48430,186687
zip:48433,894532
zip:48438,8538
zip:48439,1719743
zip:4844,3479
zip:48441,49953
zip:48442,51780
zip:48444,58567
zip:48446,356536
zip:48449,33581
zip:48450,4950
zip:48451,7461
zip:48453,118391
zip:48455,1523
zip:48457,92555
zip:48458,311076
zip:48460,5160
zip:48461,74638
zip:48462,1707
zip:48464,14508
zip:48466,74643
zip:48467,9514
zip:48468,3146
zip:48469,2308
zip:48470,10183
zip:48471,13196
zip:48472,17236
zip:48473,294470
zip:48475,17815
zip:48503,638082
zip:48504,1005844
zip:48505,1759770
zip:48506,721306
zip:48507,1721464
zip:48509,121960
zip:48519,120999
zip:48529,330426
zip:48532,1063824
zip:48601,1165184
zip:48602,1060117
zip:48603,1198031
zip:48604,30682
zip:48609,400286
zip:48610,115038
zip:48611,738
zip:48612,59348
zip:48616,15736
zip:48617,29712
zip:48618,17216
zip:48620,6173
zip:48622,72681
zip:48623,124399
zip:48624,43990
zip:48625,8164
zip:48626,6623
zip:48629,233510
zip:48631,28948
zip:48632,57748
zip:48634,9628
zip:48635,54318
zip:48637,4154
zip:48638,162791
zip:48640,443106
zip:48642,716199
zip:48647,49617
zip:48650,37043
zip:48651,227033
zip:48652,84013
zip:48653,142949
zip:48654,6124
zip:48655,287147
zip:48656,107435
zip:48658,12622
zip:48661,89078
zip:48662,2667
zip:48663,14394
zip:48701,3358
zip:48703,48649
zip:48706,373549
zip:48708,526635
zip:48723,38673
zip:48725,48598
zip:48726,12472
zip:48731,35411
zip:48733,1633
zip:48734,254746
zip:48735,9311
zip:48737,2483
zip:48739,36512
zip:48741,25711
zip:48744,37542
zip:48746,129711
zip:48750,479045
zip:48755,7462
zip:48756,14579
zip:48759,75596
zip:48760,6283
zip:48763,104357
zip:48767,107842
zip:48768,196436
zip:48801,222057
zip:48806,69488
zip:48808,5196
zip:48809,58008
zip:48811,204099
zip:48813,143447
zip:48818,110627
zip:48820,470164
zip:48821,254091
zip:48822,17967
zip:48823,194740
zip:48827,127216
zip:48829,96513
zip:48831,31001
zip:48834,2073
zip:48835,45198
zip:48836,243638
zip:48837,252480
zip:48838,696224
zip:48840,7539
zip:48842,420464
zip:48843,296282
zip:48846,270858
zip:48847,46215
zip:48848,27784
zip:48849,77568
zip:48851,10364
zip:48854,518080
zip:48855,17556
zip:48856,12123
zip:48858,945718
zip:48864,315135
zip:48867,527900
zip:48871,32663
zip:48872,102026
zip:48875,153113
zip:48876,26157
zip:48879,347827
zip:48880,169855
zip:48881,13863
zip:48883,49291
zip:48888,17020
zip:48889,32883
zip:48891,128574
zip:48892,70649
zip:48893,111276
zip:48895,5346
zip:48897,2853
zip:48906,607272
zip:48910,482193
zip:48911,2392965
zip:48912,315384
zip:48915,78938
zip:48917,1510994
zip:49001,1313703
zip:49002,158054
zip:49004,58910
zip:49005,33675
zip:49006,168880
zip:49007,516435
zip:49008,106638
zip:49009,1295434
zip:49010,147675
zip:49012,5080
zip:49013,4930
zip:49014,425640
zip:49015,961408
zip:49017,611116
zip:49022,2176095
zip:49024,297929
zip:49026,105358
zip:49031,124851
zip:49034,1480
zip:49036,551092
zip:49037,566157
zip:49038,50407
zip:49042,76756
zip:49045,213995
zip:49046,146075
zip:49047,200117
zip:49048,590583
zip:49051,20700
zip:49052,8511
zip:49053,14096
zip:49055,102325
zip:49056,66982
zip:49057,6103
zip:49058,319834
zip:49061,3815
zip:49065,160699
zip:49067,113352
zip:49068,91267
zip:49071,352690
zip:49072,3442
zip:49073,41438
zip:49078,88068
zip:49079,115513
zip:49080,310672
zip:49082,17464
zip:49083,38494
zip:49085,1072142
zip:49087,51579
zip:49090,302174
zip:49091,539261
zip:49093,381621
zip:49095,41788
zip:49096,23088
zip:49097,161436
zip:49099,17666
zip:49101,11470
zip:49103,23975
zip:49106,37968
zip:49107,103887
zip:49111,8122
zip:49112,187238
zip:49120,1041723
zip:49127,223666
zip:49130,6576
zip:49201,1393970
zip:49202,295099
zip:49203,954353
zip:49221,710241
zip:49224,297327
zip:49227,92517
zip:49228,39541
zip:49230,32314
zip:49232,27488
zip:49237,16415
zip:49238,54972
zip:49240,87644
zip:49242,237588
zip:49245,2448
zip:49247,8836
zip:49251,11116
zip:49253,9162
zip:49259,40970
zip:49264,49499
zip:49265,26969
zip:49268,11321
zip:49269,16954
zip:49270,77127
zip:49277,13340
zip:49279,63455
zip:49284,112107
zip:49285,99480
zip:49286,190137
zip:49287,12237
zip:49288,38809
zip:49301,166186
zip:49302,27574
zip:49304,55118
zip:49305,7358
zip:49306,12032
zip:49307,271694
zip:49310,20917
zip:49315,427057
zip:49316,272070
zip:49318,8257
zip:49319,59551
zip:49321,47972
zip:49323,88835
zip:49327,111352
zip:49328,5785
zip:49329,61787
zip:49330,15978
zip:49331,442354
zip:49333,43758
zip:49335,410
zip:49336,194690
zip:49337,514629
zip:49340,135548
zip:49341,374936
zip:49344,2485
zip:49345,37948
zip:49346,127347
zip:49347,6577
zip:49348,142527
zip:49349,200272
zip:49401,257946
zip:49402,22055
zip:49404,8445
zip:49408,132437
zip:49412,103352
zip:49417,350924
zip:49418,174868
zip:49419,116374
zip:49420,18901
zip:49421,2737
zip:49422,2657
zip:49423,490022
zip:49424,389606
zip:49425,32435
zip:49426,225356
zip:49428,147106
zip:49431,203688
zip:49436,23771
zip:49437,25871
zip:49440,515
zip:49441,1851372
zip:49442,3212170
zip:49444,1157977
zip:49445,119569
zip:49446,7306
zip:49450,140899
zip:49451,16945
zip:49452,4960
zip:49454,81973
zip:49456,88510
zip:49457,21718
zip:49459,55764
zip:49460,4443
zip:49461,167198
zip:49464,131987
zip:49502,13190
zip:49503,1274019
zip:49504,804308
zip:49505,579930
zip:49506,922405
zip:49507,1775810
zip:49508,1606417
zip:49509,647707
zip:49512,253702
zip:49519,695985
zip:49525,624178
zip:49534,448941
zip:49544,52118
zip:49546,528982
zip:49548,934430
zip:49601,562795
zip:49615,69520
zip:49617,9366
zip:49619,4244
zip:49620,19914
zip:49626,204432
zip:49631,19909
zip:49633,59658
zip:49634,75438
zip:49637,19831
zip:49638,10583
zip:49639,972
zip:49643,54813
zip:49645,30614
zip:49646,93826
zip:49649,32791
zip:49650,20355
zip:49651,56695
zip:49657,10518
zip:49659,94808
zip:49660,27886
zip:49663,18273
zip:49668,119634
zip:49676,31503
zip:49677,44678
zip:49680,11219
zip:49684,57322
zip:49685,155782
zip:49686,174414
zip:49688,7681
zip:49689,101199
zip:49696,102085
zip:49706,18768
zip:49707,490037
zip:49709,295793
zip:49712,163761
zip:49715,65690
zip:49720,109168
zip:49721,282835
zip:49726,8590
zip:49727,20708
zip:49730,9643
zip:49733,3238
zip:49734,23334
zip:49735,311497
zip:49738,119694
zip:49740,24015
zip:49745,48746
zip:49746,121569
zip:49751,161982
zip:49753,48259
zip:49756,54868
zip:49757,1496
zip:49759,19896
zip:49762,5667
zip:49765,53627
zip:49768,2974
zip:49769,4678
zip:49770,289079
zip:49783,285626
zip:49795,4594
zip:49799,24085
zip:49801,197344
zip:49812,4755
zip:49816,87859
zip:49829,568677
zip:49836,31114
zip:49837,144211
zip:49849,11329
zip:49852,103149
zip:49854,24337
zip:49855,887930
zip:49858,92402
zip:49862,365434
zip:49866,141636
zip:49870,95748
zip:49878,11880
zip:49880,52656
zip:49884,3521
zip:49885,17858
zip:49887,79977
zip:49902,25487
zip:49908,36032
zip:49912,15049
zip:49913,384653
zip:49916,4639
zip:49919,11291
zip:49920,21794
zip:49930,96938
zip:49931,62912
zip:49935,103025
zip:49938,294970
zip:49946,168524
zip:49948,76207
zip:49953,40676
zip:49958,18754
zip:49961,18720
zip:49965,1628
zip:49967,32095
zip:49969,11401
zip:50002,60416
zip:50003,31604
zip:50005,2458
zip:50006,81246
zip:50008,126284
zip:50009,122799
zip:50010,293990
zip:50014,59755
zip:50021,140779
zip:50022,55302
zip:50023,365608
zip:50025,8129
zip:50026,3690
zip:50028,69526
zip:50034,2281
zip:50035,5445
zip:50036,163879
zip:50047,37464
zip:50049,142999
zip:50050,4543
zip:50058,3355
zip:50060,56059
zip:50070,10863
zip:50073,2671
zip:50076,6097
zip:50103,44715
zip:50107,5392
zip:50111,9592
zip:50112,328391
zip:50115,34945
zip:50122,83800
zip:50124,9197
zip:50125,92897
zip:50126,4539
zip:50129,22248
zip:50131,68891
zip:50134,41192
zip:50138,227022
zip:50141,5925
zip:50144,372
zip:50147,62570
zip:50149,1186
zip:50153,3479
zip:50158,300035
zip:50164,105285
zip:50166,22860
zip:50167,5604
zip:50171,7427
zip:50174,1967
zip:50201,41441
zip:50206,5808
zip:50208,377004
zip:50211,215053
zip:50212,7104
zip:50213,525241
zip:50216,3973
zip:50219,65765
zip:50220,121193
zip:50225,7718
zip:50226,34937
zip:50236,575
zip:50238,29618
zip:50240,36629
zip:50242,229743
zip:50244,4428
zip:50248,1722
zip:50250,18406
zip:50251,2576
zip:50257,2617
zip:50258,6584
zip:50263,224325
zip:50264,5845
zip:50265,271812
zip:50266,361220
zip:50273,150898
zip:50277,3014
zip:50278,3295
zip:50307,46194
zip:50309,253449
zip:50310,580301
zip:50311,107246
zip:50312,188129
zip:50313,218806
zip:50314,25950
zip:50315,2195398
zip:50316,259203
zip:50317,1465551
zip:50320,528303
zip:50322,392103
zip:50323,129017
zip:50325,54315
zip:50327,1767
zip:50401,477859
zip:50421,15173
zip:50423,26415
zip:50424,28196
zip:50428,44200
zip:50435,105312
zip:50436,10865
zip:50438,51033
zip:50440,887
zip:50441,7019
zip:50446,2316
zip:50448,1226
zip:50450,35029
zip:50451,686
zip:50452,28673
zip:50453,133431
zip:50456,38080
zip:50459,45601
zip:50461,109891
zip:50464,16380
zip:50469,1165
zip:50475,144002
zip:50476,28895
zip:50482,1901
zip:50501,775889
zip:50510,9594
zip:50511,3159
zip:50514,50200
zip:50516,6028
zip:50517,27733
zip:50523,64382
zip:50525,50135
zip:50530,127515
zip:50532,56796
zip:50540,16191
zip:50542,2898
zip:50545,13957
zip:50548,86842
zip:50559,3969
zip:50565,62629
zip:50568,29171
zip:50579,4718
zip:50581,55648
zip:50583,19092
zip:50586,14975
zip:50588,102124
zip:50595,126035
zip:50598,4834
zip:50599,3342
zip:50601,4086
zip:50604,5078
zip:50613,426985
zip:50616,106674
zip:50619,12846
zip:50621,105656
zip:50622,75200
zip:50625,15016
zip:50626,13715
zip:50627,13168
zip:50628,14601
zip:50631,972
zip:50636,11782
zip:50638,12838
zip:50644,13406
zip:50645,7324
zip:50647,13343
zip:50648,157642
zip:50651,54176
zip:50658,2492
zip:50659,20100
zip:50662,17998
zip:50668,7121
zip:50669,3629
zip:50670,28593
zip:50676,25281
zip:50677,135725
zip:50680,78913
zip:50682,3855
zip:50701,1974523
zip:50702,318947
zip:50703,35122
zip:50801,89606
zip:50851,4342
zip:50854,9415
zip:50858,88539
zip:50860,4233
zip:50864,22652
zip:51001,13658
zip:51002,16493
zip:51005,14839
zip:51007,4120
zip:51012,107959
zip:51016,16235
zip:51020,1346
zip:51023,37851
zip:51024,6802
zip:51025,1312
zip:51026,8119
zip:51028,10311
zip:51031,151397
zip:51034,20946
zip:51035,8733
zip:51038,22544
zip:51039,44316
zip:51040,65152
zip:51041,36561
zip:51046,27489
zip:51050,85813
zip:51053,3060
zip:51054,12295
zip:51055,35473
zip:51061,66785
zip:51063,11275
zip:51101,515159
zip:51103,178329
zip:51104,409009
zip:51105,124601
zip:51106,427374
zip:51201,146058
zip:51237,40749
zip:51238,14256
zip:51239,1771
zip:51240,3332
zip:51241,10732
zip:51243,60052
zip:51247,20195
zip:51249,109141
zip:51250,199490
zip:51301,61156
zip:51334,198313
zip:51338,35109
zip:51342,59249
zip:51346,13982
zip:51347,9107
zip:51351,109406
zip:51354,27228
zip:51360,98320
zip:51364,1531
zip:51366,14830
zip:51401,165803
zip:51433,8751
zip:51442,94079
zip:51445,7408
zip:51450,15497
zip:51455,30676
zip:51458,109768
zip:51467,52959
zip:51501,404275
zip:51502,8743
zip:51503,455151
zip:51526,39559
zip:51528,15022
zip:51531,30962
zip:51532,13919
zip:51533,52856
zip:51534,21494
zip:51537,117570
zip:51542,5115
zip:51544,3748
zip:51546,39691
zip:51551,35737
zip:51555,18893
zip:51560,6241
zip:51566,163653
zip:51570,13506
zip:51573,8325
zip:51575,20803
zip:51576,5021
zip:51579,49569
zip:51601,138640
zip:51632,60925
zip:51636,701
zip:51638,159171
zip:51640,6599
zip:51652,13563
zip:52001,688408
zip:52002,102260
zip:52003,8520
zip:52030,3485
zip:52031,32770
zip:52033,3828
zip:52037,11690
zip:52040,24341
zip:52041,3834
zip:52046,27839
zip:52052,7839
zip:52053,2582
zip:52057,490113
zip:52060,46010
zip:52064,13733
zip:52068,10725
zip:52069,2909
zip:52101,68531
zip:52136,72953
zip:52144,110987
zip:52146,5356
zip:52147,52409
zip:52151,134052
zip:52159,228999
zip:52162,4064
zip:52164,3228
zip:52172,16263
zip:52175,57665
zip:52202,23364
zip:52203,2696
zip:52205,43132
zip:52206,12168
zip:52208,128218
zip:52209,12382
zip:52211,7442
zip:52212,2691
zip:52213,69625
zip:52216,41699
zip:52219,14919
zip:52227,3178
zip:52228,14870
zip:52235,9365
zip:52240,428380
zip:52241,172220
zip:52244,7153
zip:52245,117832
zip:52246,219588
zip:52251,3669
zip:52253,8660
zip:52254,47501
zip:52255,33929
zip:52301,26570
zip:52302,717341
zip:52306,833
zip:52309,746
zip:52310,105670
zip:52314,31941
zip:52315,8463
zip:52317,297711
zip:52318,3856
zip:52320,52562
zip:52321,7078
zip:52322,1060
zip:52324,34088
zip:52328,5988
zip:52332,14409
zip:52333,12233
zip:52336,42837
zip:52337,8517
zip:52339,8214
zip:52340,52057
zip:52342,37358
zip:52345,31681
zip:52346,60236
zip:52349,32731
zip:52351,15366
zip:52353,76052
zip:52356,68238
zip:52358,36189
zip:52361,8882
zip:52362,38772
zip:52402,1474467
zip:52403,152118
zip:52404,458722
zip:52405,34722
zip:52406,87872
zip:52501,676431
zip:52531,35580
zip:52533,35741
zip:52536,6781
zip:52537,124667
zip:52544,55947
zip:52556,297163
zip:52565,7916
zip:52571,104550
zip:52574,4013
zip:52577,450559
zip:52581,12063
zip:52590,3284
zip:52601,580030
zip:52621,24575
zip:52623,33813
zip:52625,6605
zip:52626,5653
zip:52627,188164
zip:52632,151282
zip:52637,3847
zip:52639,15802
zip:52640,20735
zip:52641,235390
zip:52645,190055
zip:52653,33917
zip:52654,51291
zip:52655,10880
zip:52660,16134
zip:52722,638659
zip:52726,32379
zip:52729,46517
zip:52730,17724
zip:52732,504111
zip:52738,20162
zip:52742,62916
zip:52745,14331
zip:52747,16946
zip:52748,99363
zip:52755,55722
zip:52761,498955
zip:52772,21849
zip:52776,43867
zip:52777,30757
zip:52778,6758
zip:52802,15691
zip:52803,69212
zip:52804,1586661
zip:52806,186010
zip:52807,333732
zip:53002,7349
zip:53004,27149
zip:53005,148738
zip:53006,6008
zip:53010,23246
zip:53012,107546
zip:53013,91606
zip:53017,23483
zip:53018,58177
zip:53019,52618
zip:53020,551
zip:53021,49541
zip:53022,203891
zip:53024,49817
zip:53027,104581
zip:53029,64042
zip:53032,100473
zip:53033,73348
zip:53037,64009
zip:53038,57842
zip:53039,16934
zip:53040,1761
zip:53045,255910
zip:53050,282652
zip:53051,769130
zip:53052,1639
zip:53061,61835
zip:53065,11773
zip:53066,278778
zip:53070,1140
zip:53072,204036
zip:53073,348563
zip:53074,34105
zip:53075,62416
zip:53081,843789
zip:53083,52249
zip:53085,12816
zip:53086,141073
zip:53089,38015
zip:53090,221166
zip:53092,186973
zip:53093,575
zip:53094,393222
zip:53095,384001
zip:53098,55987
zip:53103,5677
zip:53104,21575
zip:53105,298886
zip:53110,9976
zip:53114,14355
zip:53115,331128
zip:53118,1234
zip:53119,99643
zip:53120,2609
zip:53121,273635
zip:53122,11246
zip:53126,28956
zip:53128,258306
zip:53129,46797
zip:53132,333557
zip:53139,7868
zip:53140,407604
zip:53142,861621
zip:53143,327103
zip:53144,455627
zip:53147,129625
zip:53149,150574
zip:53150,176053
zip:53151,520636
zip:53154,809299
zip:53158,247656
zip:53168,145179
zip:53172,88750
zip:53177,18686
zip:53179,182240
zip:53181,137134
zip:53182,156083
zip:53183,13672
zip:53184,38072
zip:53185,77268
zip:53186,331986
zip:53188,304320
zip:53189,40587
zip:53190,418090
zip:53191,88503
zip:53202,722381
zip:53204,215629
zip:53205,194169
zip:53206,851472
zip:53207,443480
zip:53208,1690185
zip:53209,624212
zip:53210,837109
zip:53211,1110701
zip:53212,592844
zip:53213,238979
zip:53214,111828
zip:53215,698145
zip:53216,1571091
zip:53217,1172062
zip:53218,10480677
zip:53219,294613
zip:53220,305568
zip:53221,1162948
zip:53222,393326
zip:53223,346623
zip:53224,1062389
zip:53225,1272279
zip:53226,148574
zip:53227,350866
zip:53228,3765
zip:53233,19862
zip:53237,8305
zip:53402,932993
zip:53403,1074755
zip:53404,10360
zip:53405,775637
zip:53406,857468
zip:53508,2091
zip:53511,1012298
zip:53521,12674
zip:53523,6222
zip:53527,208877
zip:53530,28733
zip:53531,2942
zip:53532,54924
zip:53533,193313
zip:53534,201679
zip:53536,194768
zip:53538,114070
zip:53545,548605
zip:53546,635011
zip:53548,136282
zip:53549,22757
zip:53551,111162
zip:53555,108786
zip:53558,126473
zip:53559,1759
zip:53561,20557
zip:53562,292684
zip:53563,31263
zip:53565,14614
zip:53566,8592
zip:53569,71579
zip:53572,126422
zip:53573,5849
zip:53575,64040
zip:53576,23993
zip:53578,10463
zip:53581,63628
zip:53583,45981
zip:53585,28899
zip:53586,8493
zip:53589,109845
zip:53590,636961
zip:53593,153872
zip:53594,9980
zip:53597,138591
zip:53598,5261
zip:53703,236774
zip:53704,1283719
zip:53705,238290
zip:53706,9402
zip:53711,726124
zip:53713,308693
zip:53714,107847
zip:53715,118226
zip:53716,318243
zip:53717,80989
zip:53718,55771
zip:53719,207660
zip:53726,4241
zip:53805,89629
zip:53807,20825
zip:53809,59419
zip:53811,26023
zip:53813,124502
zip:53818,806049
zip:53821,36059
zip:53901,284743
zip:53910,1509
zip:53913,338221
zip:53916,674127
zip:53923,96639
zip:53925,17550
zip:53926,33535
zip:53929,27711
zip:53930,18873
zip:53932,2700
zip:53933,3421
zip:53934,22740
zip:53936,2445
zip:53941,72589
zip:53946,86970
zip:53948,77700
zip:53949,84365
zip:53950,219063
zip:53952,25557
zip:53954,89821
zip:53955,28667
zip:53956,25744
zip:53959,284115
zip:53960,57462
zip:53963,29206
zip:53964,39078
zip:53965,338555
zip:54001,177370
zip:54002,53718
zip:54005,8888
zip:54009,34293
zip:54011,8551
zip:54013,95441
zip:54014,11083
zip:54015,20713
zip:54016,388201
zip:54017,145259
zip:54020,45152
zip:54022,103078
zip:54025,78587
zip:54028,68301
zip:54082,826
zip:54101,1487
zip:54103,30033
zip:54106,3586
zip:54107,89719
zip:54111,77322
zip:54112,36754
zip:54114,67171
zip:54115,481761
zip:54124,16505
zip:54129,848
zip:54130,183447
zip:54136,14232
zip:54139,77907
zip:54140,103841
zip:54141,60069
zip:54143,388115
zip:54149,34090
zip:54151,91297
zip:54153,51219
zip:54154,209220
zip:54155,13244
zip:54156,26042
zip:54157,20422
zip:54161,29288
zip:54162,413668
zip:54165,28031
zip:54166,131796
zip:54169,5931
zip:54170,29823
zip:54171,88721
zip:54174,15333
zip:54201,20357
zip:54204,1378
zip:54208,23233
zip:54216,24979
zip:54217,35633
zip:54220,819067
zip:54227,2421
zip:54228,21404
zip:54229,22689
zip:54230,22187
zip:54235,19648
zip:54240,8158
zip:54241,287633
zip:54247,1124
zip:54301,91042
zip:54302,628636
zip:54303,438459
zip:54304,418763
zip:54311,208107
zip:54313,794253
zip:54401,856542
zip:54403,175458
zip:54406,75267
zip:54407,16756
zip:54409,279229
zip:54410,28067
zip:54414,18924
zip:54420,15153
zip:54423,4155
zip:54426,1171
zip:54428,30683
zip:54435,14295
zip:54436,3370
zip:54440,4112
zip:54441,45997
zip:54442,43983
zip:54443,37612
zip:54448,26008
zip:54449,545956
zip:54451,302510
zip:54452,261296
zip:54455,104348
zip:54456,830
zip:54457,131223
zip:54459,742
zip:54460,1837
zip:54466,558
zip:54467,155524
zip:54469,145635
zip:54470,32034
zip:54474,966
zip:54475,1789
zip:54476,342887
zip:54479,13745
zip:54481,197847
zip:54484,317
zip:54487,27086
zip:54494,707945
zip:54495,1385
zip:54499,157066
zip:54501,873669
zip:54512,13932
zip:54514,30935
zip:54520,7698
zip:54521,116287
zip:54526,76656
zip:54527,9732
zip:54538,48886
zip:54539,168460
zip:54540,11929
zip:54541,82320
zip:54545,62256
zip:54548,34020
zip:54552,43218
zip:54555,210183
zip:54557,14102
zip:54558,132368
zip:54562,81456
zip:54566,1136
zip:54568,3735
zip:54601,862849
zip:54603,42160
zip:54612,8344
zip:54613,22651
zip:54614,6036
zip:54615,133993
zip:54616,14383
zip:54618,88621
zip:54619,71768
zip:54622,62287
zip:54623,132645
zip:54624,39741
zip:54625,2862
zip:54626,9271
zip:54627,21743
zip:54629,19052
zip:54630,60730
zip:54631,56245
zip:54632,14611
zip:54634,43832
zip:54635,607
zip:54636,79969
zip:54638,12763
zip:54639,143675
zip:54644,32447
zip:54650,309834
zip:54651,5995
zip:54652,13017
zip:54655,110195
zip:54656,155884
zip:54658,52494
zip:54660,115535
zip:54661,93757
zip:54664,64395
zip:54665,14155
zip:54666,2147
zip:54667,49130
zip:54669,34052
zip:54701,621645
zip:54703,829487
zip:54721,31821
zip:54722,162626
zip:54723,22382
zip:54724,320432
zip:54725,1417
zip:54727,5171
zip:54728,6664
zip:54729,196789
zip:54732,20947
zip:54733,1910
zip:54736,123885
zip:54738,972
zip:54739,48549
zip:54740,93572
zip:54746,670
zip:54747,31881
zip:54749,7020
zip:54750,5904
zip:54751,58876
zip:54755,107517
zip:54757,160070
zip:54758,14211
zip:54762,28040
zip:54766,27585
zip:54767,11037
zip:54770,119886
zip:54801,2450
zip:54805,31978
zip:54806,51762
zip:54810,56321
zip:54819,167277
zip:54822,83677
zip:54829,55852
zip:54830,114351
zip:54832,56560
zip:54835,15367
zip:54837,26357
zip:54840,33053
zip:54843,121038
zip:54847,42194
zip:54853,17665
zip:54854,17249
zip:54856,36089
zip:54867,4296
zip:54868,367118
zip:54872,50378
zip:54873,89679
zip:54876,1108
zip:54880,601380
zip:54889,20299
zip:54893,18565
zip:54895,164551
zip:54901,1118409
zip:54902,101434
zip:54904,38199
zip:54911,296415
zip:54913,202240
zip:54914,422713
zip:54915,600157
zip:54923,50504
zip:54929,179409
zip:54935,1005254
zip:54937,343842
zip:54940,71057
zip:54941,19298
zip:54942,62139
zip:54943,35148
zip:54944,23065
zip:54945,50435
zip:54949,60298
zip:54956,461376
zip:54960,83058
zip:54961,416633
zip:54963,57621
zip:54966,202793
zip:54967,17135
zip:54968,21879
zip:54970,42610
zip:54971,77966
zip:54981,100486
zip:54982,516556
zip:54983,9632
zip:54984,186845
zip:54986,17980
zip:55005,78637
zip:55006,5669
zip:55008,336507
zip:55009,109563
zip:55011,19500
zip:55012,3840
zip:55013,8877
zip:55014,293340
zip:55016,147779
zip:55019,10262
zip:55020,1537
zip:55021,97893
zip:55024,144415
zip:55025,368710
zip:55027,3608
zip:55033,418676
zip:55037,178475
zip:55038,62385
zip:55040,408870
zip:55041,91609
zip:55042,51717
zip:55044,1118698
zip:55045,125523
zip:55046,3051
zip:55049,1000
zip:55051,34033
zip:55052,30463
zip:55054,603
zip:55056,41276
zip:55057,197159
zip:55060,901654
zip:55063,21289
zip:55065,1798
zip:55066,37472
zip:55068,62997
zip:55069,63136
zip:55070,114134
zip:55071,8856
zip:55073,19687
zip:55075,91809
zip:55076,128651
zip:55077,122042
zip:55079,13434
zip:55082,591892
zip:55092,136419
zip:55101,53112
zip:55102,70417
zip:55103,45989
zip:55104,1180039
zip:55105,540402
zip:55106,1159784
