Category_Value,Count
zip:55107,139990
zip:55108,239360
zip:55109,219400
zip:55110,421599
zip:55112,532273
zip:55113,795527
zip:55114,97601
zip:55115,7883
zip:55116,343312
zip:55117,627526
zip:55118,332191
zip:55119,376876
zip:55120,92369
zip:55121,29683
zip:55122,118815
zip:55123,269576
zip:55124,406272
zip:55125,264516
zip:55126,327955
zip:55127,61046
zip:55128,303072
zip:55129,75294
zip:55130,70614
zip:55301,74453
zip:55302,83984
zip:55303,454014
zip:55304,352330
zip:55305,57389
zip:55306,41881
zip:55307,11377
zip:55308,96101
zip:55309,201980
zip:55311,547362
zip:55312,1719
zip:55313,18851
zip:55316,267572
zip:55317,48710
zip:55318,249951
zip:55319,59098
zip:55320,51243
zip:55327,1373
zip:55330,409938
zip:55331,137153
zip:55332,15076
zip:55333,10318
zip:55334,110435
zip:55335,6135
zip:55336,18012
zip:55337,591283
zip:55338,972
zip:55340,17875
zip:55342,16472
zip:55343,105450
zip:55344,56204
zip:55345,143822
zip:55346,103510
zip:55347,315938
zip:55349,52904
zip:55350,312318
zip:55352,103902
zip:55353,13068
zip:55355,83378
zip:55356,44286
zip:55357,259
zip:55359,6708
zip:55362,307542
zip:55364,27198
zip:55369,332774
zip:55371,294760
zip:55372,242098
zip:55373,2038
zip:55374,159089
zip:55375,8791
zip:55376,310994
zip:55378,77870
zip:55379,339013
zip:55381,74251
zip:55382,3746
zip:55384,3880
zip:55385,15215
zip:55386,111180
zip:55387,38011
zip:55388,44114
zip:55389,77001
zip:55391,33786
zip:55395,914
zip:55396,8975
zip:55398,222389
zip:55401,710470
zip:55402,3668
zip:55403,612195
zip:55404,490434
zip:55405,165453
zip:55406,432189
zip:55407,909033
zip:55408,471035
zip:55409,8990
zip:55410,2120928
zip:55411,5827283
zip:55412,272589
zip:55413,286148
zip:55414,721690
zip:55415,107864
zip:55416,427276
zip:55417,593916
zip:55418,1248228
zip:55419,150831
zip:55420,167458
zip:55421,4555028
zip:55422,639958
zip:55423,3116953
zip:55424,67318
zip:55425,93395
zip:55426,293021
zip:55427,261664
zip:55428,101417
zip:55429,277342
zip:55430,272918
zip:55431,47063
zip:55432,1180051
zip:55433,524375
zip:55434,102808
zip:55435,156020
zip:55436,44753
zip:55437,29113
zip:55438,10794
zip:55439,93254
zip:55440,1287
zip:55441,103814
zip:55442,136827
zip:55443,977089
zip:55444,48617
zip:55445,2287
zip:55446,64726
zip:55447,150727
zip:55448,66936
zip:55449,776688
zip:55450,1566
zip:55454,4493
zip:55478,1340357
zip:55616,160678
zip:55702,2217
zip:55704,18006
zip:55705,33948
zip:55706,2626
zip:55709,9980
zip:55720,269741
zip:55731,57952
zip:55732,13054
zip:55733,29573
zip:55734,9322
zip:55735,1412
zip:55744,280841
zip:55746,169493
zip:55750,6716
zip:55760,56498
zip:55765,33942
zip:55767,21310
zip:55769,5619
zip:55779,3001
zip:55790,4855
zip:55792,522163
zip:55795,64769
zip:55802,7627
zip:55803,82247
zip:55804,135375
zip:55805,24137
zip:55806,214325
zip:55807,59182
zip:55810,33481
zip:55811,633187
zip:55812,37280
zip:55901,1164502
zip:55902,91580
zip:55904,61369
zip:55906,92343
zip:55909,25227
zip:55910,4125
zip:55912,318520
zip:55919,17653
zip:55920,258
zip:55921,65818
zip:55923,48388
zip:55927,11319
zip:55932,8588
zip:55934,3507
zip:55936,14544
zip:55939,46615
zip:55941,8118
zip:55943,16768
zip:55944,202061
zip:55945,18762
zip:55946,10197
zip:55947,161020
zip:55949,2905
zip:55952,60088
zip:55954,53962
zip:55955,20943
zip:55959,4417
zip:55960,3212
zip:55962,19017
zip:55963,6064
zip:55964,6314
zip:55965,29444
zip:55970,34281
zip:55971,23187
zip:55972,17602
zip:55974,2559
zip:55975,5493
zip:55981,9738
zip:55983,4709
zip:55987,409731
zip:55990,19146
zip:55992,128745
zip:56001,652681
zip:56003,27181
zip:56007,193874
zip:56009,86007
zip:56010,15019
zip:56011,17418
zip:56013,17695
zip:56017,35753
zip:56024,4993
zip:56027,32742
zip:56028,16289
zip:56031,383913
zip:56033,2390
zip:56039,14652
zip:56041,9445
zip:56044,29690
zip:56048,22880
zip:56051,6989
zip:56055,28030
zip:56057,39591
zip:56058,37106
zip:56062,84948
zip:56065,2743
zip:56068,76978
zip:56069,15311
zip:56071,42150
zip:56073,112196
zip:56074,49847
zip:56078,2120
zip:56082,133827
zip:56083,1403
zip:56087,7987
zip:56088,7486
zip:56093,66229
zip:56096,12692
zip:56097,11018
zip:56098,22132
zip:56101,63025
zip:56110,1702
zip:56111,14878
zip:56115,24464
zip:56117,9893
zip:56118,2022
zip:56119,213
zip:56131,26259
zip:56136,7843
zip:56137,46186
zip:56142,70127
zip:56143,63020
zip:56150,8034
zip:56153,2605
zip:56156,303959
zip:56157,3415
zip:56159,6499
zip:56161,3092
zip:56164,31798
zip:56168,19595
zip:56171,125202
zip:56172,117649
zip:56175,7510
zip:56178,40643
zip:56181,22046
zip:56187,69494
zip:56201,330680
zip:56208,910
zip:56209,7815
zip:56212,1728
zip:56215,32388
zip:56219,5401
zip:56220,128548
zip:56222,27342
zip:56229,12303
zip:56230,2064
zip:56235,1962
zip:56241,5800
zip:56244,22886
zip:56245,44371
zip:56256,153248
zip:56258,296766
zip:56264,1145
zip:56265,3622
zip:56267,84303
zip:56273,79145
zip:56274,11902
zip:56277,17225
zip:56278,43586
zip:56283,53178
zip:56285,1994
zip:56288,17796
zip:56293,83206
zip:56297,8212
zip:56301,553899
zip:56303,346889
zip:56307,74338
zip:56308,264458
zip:56310,45053
zip:56311,4165
zip:56315,48793
zip:56318,3357
zip:56319,4918
zip:56320,43485
zip:56323,3810
zip:56326,3975
zip:56329,188446
zip:56330,11662
zip:56334,287841
zip:56338,7499
zip:56340,16566
zip:56342,36185
zip:56343,3957
zip:56345,90775
zip:56347,16295
zip:56349,3178
zip:56352,20124
zip:56353,265490
zip:56359,19345
zip:56360,1927
zip:56361,1743
zip:56362,79139
zip:56367,28128
zip:56368,54951
zip:56374,145660
zip:56377,296997
zip:56378,65691
zip:56379,68906
zip:56381,704
zip:56382,12034
zip:56386,18874
zip:56387,2698
zip:56401,929318
zip:56425,4360
zip:56431,67272
zip:56433,37928
zip:56442,53426
zip:56450,10854
zip:56452,3027
zip:56464,82081
zip:56467,4160
zip:56470,185371
zip:56472,55208
zip:56474,10146
zip:56477,11010
zip:56479,43644
zip:56481,1726
zip:56482,138918
zip:56484,47961
zip:56501,523557
zip:56511,5860
zip:56514,47981
zip:56515,7423
zip:56520,59888
zip:56521,10761
zip:56522,5655
zip:56528,9989
zip:56531,8658
zip:56535,33511
zip:56537,395815
zip:56540,17028
zip:56542,1400
zip:56544,42489
zip:56547,35080
zip:56548,4332
zip:56549,112247
zip:56554,34118
zip:56560,611829
zip:56566,62660
zip:56567,110413
zip:56569,27496
zip:56571,70603
zip:56572,106257
zip:56573,256978
zip:56581,9251
zip:56584,7855
zip:56587,33592
zip:56601,347220
zip:56621,10569
zip:56628,4964
zip:56633,20906
zip:56634,73750
zip:56636,60681
zip:56646,1146
zip:56649,355823
zip:56651,19850
zip:56655,10870
zip:56661,3667
zip:56666,61753
zip:56670,17277
zip:56671,61463
zip:56672,90881
zip:56673,1953
zip:56701,276883
zip:56714,8900
zip:56716,19545
zip:56721,23873
zip:56726,80207
zip:56728,82212
zip:56732,80242
zip:56738,102101
zip:56750,2386
zip:56751,83877
zip:56763,97192
zip:56972,193308
zip:57002,2788
zip:57003,7672
zip:57004,2286
zip:57005,106188
zip:57006,658107
zip:57012,75677
zip:57013,11399
zip:57022,27152
zip:57025,50478
zip:57028,12943
zip:57029,49885
zip:57030,23678
zip:57032,51436
zip:57033,184372
zip:57038,84005
zip:57039,86859
zip:57042,5296
zip:57045,3316
zip:57049,153855
zip:57050,17967
zip:57053,1942
zip:57058,12139
zip:57062,49357
zip:57063,13106
zip:57064,26720
zip:57066,3056
zip:57069,108594
zip:57070,96723
zip:57071,81160
zip:57073,12863
zip:57078,144883
zip:57103,303217
zip:57104,324664
zip:57105,586689
zip:57106,898488
zip:57107,2029
zip:57108,240794
zip:57110,170031
zip:57201,319748
zip:57212,122899
zip:57214,547
zip:57220,14827
zip:57226,26774
zip:57235,79590
zip:57238,2322
zip:57243,4702
zip:57248,47342
zip:57252,62038
zip:57259,29208
zip:57262,165474
zip:57263,9100
zip:57270,6551
zip:57272,1100
zip:57273,2527
zip:57274,57361
zip:57276,16027
zip:57301,113300
zip:57313,44704
zip:57319,6090
zip:57325,44441
zip:57350,105469
zip:57361,27661
zip:57362,106467
zip:57363,3620
zip:57365,222
zip:57366,12100
zip:57368,2519
zip:57370,700
zip:57380,60452
zip:57399,6845
zip:57401,439075
zip:57437,2653
zip:57442,62543
zip:57445,183746
zip:57448,5448
zip:57469,8498
zip:57501,189164
zip:57522,31758
zip:57523,400533
zip:57528,36119
zip:57533,18722
zip:57543,13807
zip:57551,2468
zip:57555,100470
zip:57564,10327
zip:57568,5396
zip:57572,6779
zip:57577,4279
zip:57579,5944
zip:57580,57005
zip:57625,117190
zip:57638,75489
zip:57642,4525
zip:57701,739640
zip:57702,91932
zip:57703,469829
zip:57717,105153
zip:57718,21665
zip:57719,51296
zip:57730,143776
zip:57732,29546
zip:57735,22019
zip:57741,33682
zip:57744,3663
zip:57745,40634
zip:57747,245832
zip:57751,4034
zip:57752,19249
zip:57754,8244
zip:57760,28933
zip:57769,4370
zip:57770,72315
zip:57772,52623
zip:57775,4001
zip:57782,83389
zip:57783,169638
zip:57785,28804
zip:57790,22529
zip:57793,32708
zip:58004,6205
zip:58012,16257
zip:58027,28084
zip:58031,4396
zip:58032,38226
zip:58041,4695
zip:58045,4722
zip:58047,54940
zip:58049,7006
zip:58051,5706
zip:58054,31037
zip:58059,6780
zip:58060,11815
zip:58067,3424
zip:58072,59480
zip:58075,58155
zip:58078,494614
zip:58102,99668
zip:58103,781494
zip:58104,908752
zip:58201,622037
zip:58202,2105
zip:58203,62206
zip:58204,2656
zip:58206,18661
zip:58218,4199
zip:58220,216750
zip:58228,40929
zip:58230,1128
zip:58231,24340
zip:58236,5376
zip:58237,20763
zip:58257,15436
zip:58258,26315
zip:58267,3401
zip:58270,72802
zip:58273,1700
zip:58301,75999
zip:58316,15419
zip:58318,42729
zip:58329,59778
zip:58332,50221
zip:58341,10939
zip:58346,68951
zip:58356,1094
zip:58368,38842
zip:58370,55427
zip:58380,9916
zip:58381,23621
zip:58401,558535
zip:58413,17318
zip:58421,36901
zip:58433,20659
zip:58436,7909
zip:58448,16318
zip:58467,23181
zip:58472,8078
zip:58474,24073
zip:58478,5567
zip:58482,5509
zip:58495,59128
zip:58501,1050223
zip:58503,640856
zip:58504,147347
zip:58507,29640
zip:58523,178810
zip:58533,209651
zip:58538,13011
zip:58545,53832
zip:58552,40806
zip:58554,123660
zip:58558,6711
zip:58559,32752
zip:58561,8059
zip:58563,17508
zip:58570,52812
zip:58571,4042
zip:58576,3291
zip:58577,11415
zip:58579,58245
zip:58601,317847
zip:58621,79664
zip:58622,6212
zip:58631,10150
zip:58638,8785
zip:58639,3421
zip:58640,1173
zip:58652,145641
zip:58701,910814
zip:58703,185488
zip:58704,758
zip:58718,18138
zip:58727,1333
zip:58731,18526
zip:58733,2472
zip:58736,5732
zip:58750,2093
zip:58761,12289
zip:58763,14951
zip:58765,9967
zip:58770,8243
zip:58784,169006
zip:58785,6094
zip:58793,8908
zip:58801,360401
zip:58802,1836
zip:58843,6441
zip:58845,5425
zip:58849,4750
zip:58852,36926
zip:58854,178766
zip:59001,15778
zip:59003,13928
zip:59006,7542
zip:59011,5971
zip:59016,47438
zip:59022,16755
zip:59029,24260
zip:59034,11298
zip:59036,13877
zip:59037,13809
zip:59038,1078
zip:59041,30066
zip:59043,99914
zip:59044,4724
zip:59047,166146
zip:59050,2805
zip:59053,20120
zip:59057,14513
zip:59068,32295
zip:59069,1775
zip:59070,34690
zip:59072,67174
zip:59079,61625
zip:59101,249142
zip:59102,723983
zip:59105,178622
zip:59106,123650
zip:59117,34116
zip:59201,61518
zip:59213,8161
zip:59218,68422
zip:59223,47702
zip:59230,246913
zip:59248,2101
zip:59250,30787
zip:59254,2128
zip:59255,5882
zip:59256,9317
zip:59263,80642
zip:59270,152432
zip:59301,148824
zip:59313,4310
zip:59317,1242
zip:59327,18437
zip:59330,50979
zip:59349,28497
zip:59401,10987
zip:59403,29327
zip:59404,348361
zip:59405,436044
zip:59417,131724
zip:59422,14855
zip:59427,97911
zip:59436,21373
zip:59442,6900
zip:59452,787
zip:59457,145229
zip:59468,21644
zip:59485,1601
zip:59501,152163
zip:59520,16209
zip:59521,44687
zip:59522,2510
zip:59523,119933
zip:59525,16299
zip:59526,103408
zip:59527,21816
zip:59540,44323
zip:59601,740777
zip:59602,181861
zip:59635,51796
zip:59639,44398
zip:59701,447710
zip:59711,124276
zip:59714,78548
zip:59715,83224
zip:59716,29626
zip:59718,437007
zip:59722,4278
zip:59725,148308
zip:59729,56245
zip:59741,4482
zip:59754,55679
zip:59758,8938
zip:59759,26490
zip:59801,496370
zip:59802,216281
zip:59803,68654
zip:59808,133803
zip:59821,130637
zip:59828,27414
zip:59829,17673
zip:59840,139832
zip:59859,33903
zip:59860,206090
zip:59864,14366
zip:59865,4958
zip:59870,235386
zip:59872,11101
zip:59873,162229
zip:59875,21533
zip:59901,685211
zip:59911,418
zip:59912,42141
zip:59917,84706
zip:59918,2749
zip:59923,206758
zip:59930,14023
zip:59935,75610
zip:59937,82626
zip:60002,332237
zip:60004,355210
zip:60005,227383
zip:60007,309839
zip:60008,100862
zip:60009,16656
zip:60010,295836
zip:60012,5149
zip:60013,149836
zip:60014,436883
zip:60015,113803
zip:60016,174640
zip:60018,149093
zip:60020,23596
zip:60025,152378
zip:60026,25551
zip:60030,120985
zip:60031,262255
zip:60033,82337
zip:60034,507
zip:60035,163405
zip:60041,19138
zip:60042,71165
zip:60043,4584
zip:60044,15853
zip:60045,646501
zip:60046,330928
zip:60047,161332
zip:60048,243651
zip:60050,525996
zip:60051,291090
zip:60053,154242
zip:60056,460162
zip:60060,194644
zip:60061,74357
zip:60062,71467
zip:60064,104968
zip:60067,220742
zip:60068,180373
zip:60069,58021
zip:60070,25066
zip:60071,3072
zip:60073,920304
zip:60074,317474
zip:60076,177529
zip:60077,96677
zip:60081,22247
zip:60084,136873
zip:60085,723887
zip:60087,633040
zip:60088,1612
zip:60089,375552
zip:60090,162512
zip:60091,130430
zip:60093,48403
zip:60094,11575
zip:60096,59532
zip:60097,35204
zip:60098,414828
zip:60099,238315
zip:60101,443122
zip:60102,302541
zip:60103,609730
zip:60104,677627
zip:60106,133174
zip:60107,284201
zip:60108,266798
zip:6011,2525
zip:60110,287260
zip:60112,2373
zip:60115,1126335
zip:60118,9037
zip:60119,57152
zip:60120,419851
zip:60123,781914
zip:60124,73845
zip:60126,1186473
zip:60130,279235
zip:60131,135531
zip:60133,473261
zip:60134,262009
zip:60135,45509
zip:60136,22053
zip:60137,290579
zip:60139,377292
zip:60140,169348
zip:60142,136315
zip:60143,88957
zip:60146,2271
zip:60148,1171374
zip:60150,6581
zip:60151,56678
zip:60152,43597
zip:60153,522840
zip:60154,474062
zip:60155,3224
zip:60156,261900
zip:60160,555098
zip:60162,13933
zip:60164,317886
zip:60165,41436
zip:60169,168226
zip:60171,52176
zip:60172,427701
zip:60173,118710
zip:60174,60003
zip:60175,64748
zip:60176,22889
zip:60177,67372
zip:60178,440808
zip:60181,104865
zip:60185,62397
zip:60187,382966
zip:60188,312160
zip:60189,169767
zip:60191,146638
zip:60192,65840
zip:60193,405594
zip:60194,174387
zip:60195,4493
zip:60201,185987
zip:60202,123171
zip:60203,4798
zip:60301,5261
zip:60302,776152
zip:60304,164442
zip:60305,47328
zip:60313,573
zip:60401,15482
zip:60402,664296
zip:60403,81553
zip:60404,146393
zip:60406,719837
zip:60407,67123
zip:60408,15880
zip:60409,3040995
zip:60410,359995
zip:60411,2170174
zip:60415,118054
zip:60416,39926
zip:60417,297694
zip:60418,171489
zip:60419,1844424
zip:60420,51630
zip:60421,28370
zip:60422,1102574
zip:60423,148235
zip:60425,102703
zip:60426,674469
zip:60428,285287
zip:60429,719444
zip:60430,1550343
zip:60431,76410
zip:60432,604193
zip:60433,134629
zip:60435,942360
zip:60436,301622
zip:60438,1124260
zip:60439,146342
zip:60440,883437
zip:60441,367356
zip:60442,61703
zip:60443,654639
zip:60445,269851
zip:60446,529972
zip:60447,216626
zip:60448,37516
zip:60449,513055
zip:60450,230745
zip:60451,163390
zip:60452,459274
zip:60453,1931042
zip:60455,80596
zip:60456,163690
zip:60457,89658
zip:60458,170383
zip:60459,262191
zip:60460,3178
zip:60461,65188
zip:60462,1338517
zip:60463,418099
zip:60464,114232
zip:60465,317024
zip:60466,1312756
zip:60467,330343
zip:60469,10699
zip:60471,315500
zip:60472,55866
zip:60473,1174192
zip:60475,22284
zip:60476,15011
zip:60477,804323
zip:60478,493940
zip:60481,134546
zip:60482,74166
zip:60484,83022
zip:60487,286451
zip:60490,211371
zip:60491,113652
zip:60501,13480
zip:60502,314801
zip:60503,212644
zip:60504,721444
zip:60505,552801
zip:60506,624745
zip:60510,214777
zip:60513,261082
zip:60514,710
zip:60515,500003
zip:60516,282715
zip:60517,179057
zip:60518,16554
zip:60520,1084
zip:60521,382980
zip:60523,83117
zip:60525,298257
zip:60526,41081
zip:60527,330854
zip:60531,28524
zip:60532,175216
zip:60534,58427
zip:60538,223037
zip:60540,278068
zip:60541,23621
zip:60542,25603
zip:60543,398226
zip:60544,172665
zip:60545,18455
zip:60546,17835
zip:60548,116935
zip:60551,115510
zip:60552,33066
zip:60554,199169
zip:60555,21900
zip:60558,33417
zip:60559,429527
zip:60560,302433
zip:60561,246200
zip:60563,481180
zip:60564,199197
zip:60565,136771
zip:60585,237766
zip:60586,1082801
zip:60601,263044
zip:60602,38750785
zip:60605,874571
zip:60606,32088
zip:60607,998175
zip:60608,7030631
zip:60609,767608
zip:60610,369052
zip:60611,391675
zip:60612,888639
zip:60613,158922
zip:60614,523682
zip:60615,4647133
zip:60616,1715694
zip:60617,5016231
zip:60618,1930452
zip:60619,5497076
zip:60620,7298170
zip:60621,484913
zip:60622,1169615
zip:60623,2800223
zip:60624,1346400
zip:60625,1360650
zip:60626,445237
zip:60628,2956276
zip:60629,4932613
zip:60630,498970
zip:60631,292674
zip:60632,1446332
zip:60633,11945
zip:60634,487886
zip:60636,9048301
zip:60637,2885891
zip:60638,858950
zip:60639,3221193
zip:60640,917996
zip:60641,1574333
zip:60642,845889
zip:60643,3411096
zip:60644,1730700
zip:60645,573128
zip:60646,112333
zip:60647,1271191
zip:60649,898093
zip:60651,1996058
zip:60652,583426
zip:60653,2899853
zip:60654,200118
zip:60655,1519131
zip:60656,142944
zip:60657,339714
zip:60659,119345
zip:60660,134302
zip:60661,79341
zip:60688,19037
zip:60693,1809
zip:60706,133017
zip:60707,304283
zip:60712,12578
zip:60714,173240
zip:60803,314682
zip:60804,900569
zip:60805,156463
zip:60827,248797
